Modenumber, Lambda (um), beta  (per um), alpha/2  (per um), k0  (per um); Thickness=0.5; um
0,0.7800,2.907492686549E+01,5.150037003127E-02,8.055365778435E+00
0,0.7810,2.902944136659E+01,5.098446871980E-02,8.045051609705E+00
0,0.7820,2.898406927625E+01,5.046988684902E-02,8.034763819923E+00
0,0.7830,2.893881015851E+01,4.995661936360E-02,8.024502308020E+00
0,0.7840,2.889366357903E+01,4.944466123402E-02,8.014266973443E+00
0,0.7850,2.884862910590E+01,4.893400745635E-02,8.004057716152E+00
0,0.7860,2.880370630931E+01,4.842465305217E-02,7.993874436615E+00
0,0.7870,2.875889476177E+01,4.791659306833E-02,7.983717035806E+00
0,0.7880,2.871419403770E+01,4.740982257684E-02,7.973585415203E+00
0,0.7890,2.866960371388E+01,4.690433667467E-02,7.963479476780E+00
0,0.7900,2.862512336927E+01,4.640013048365E-02,7.953399123012E+00
0,0.7910,2.858075258495E+01,4.600570523281E-02,7.943344256864E+00
0,0.7920,2.853649094401E+01,4.561227600532E-02,7.933314781792E+00
0,0.7930,2.849233803140E+01,4.521983903314E-02,7.923310601740E+00
0,0.7940,2.844829343465E+01,4.482839056719E-02,7.913331621133E+00
0,0.7950,2.840435674336E+01,4.443792687725E-02,7.903377744880E+00
0,0.7960,2.836052754860E+01,4.404844425186E-02,7.893448878366E+00
0,0.7970,2.831680544419E+01,4.365993899817E-02,7.883544927452E+00
0,0.7980,2.827319002546E+01,4.327240744187E-02,7.873665798471E+00
0,0.7990,2.822968089003E+01,4.288584592700E-02,7.863811398222E+00
0,0.8000,2.818627763755E+01,4.250025081593E-02,7.853981633974E+00
0,0.8010,2.814378191697E+01,4.212103097087E-02,7.844176413458E+00
0,0.8020,2.810138938407E+01,4.174275681122E-02,7.834395644862E+00
0,0.8030,2.805909965164E+01,4.136542480389E-02,7.824639236836E+00
0,0.8040,2.801691233418E+01,4.098903143340E-02,7.814907098482E+00
0,0.8050,2.797482704867E+01,4.061357320171E-02,7.805199139354E+00
0,0.8060,2.793284341368E+01,4.023904662817E-02,7.795515269454E+00
0,0.8070,2.789096104981E+01,3.986544824936E-02,7.785855399231E+00
0,0.8080,2.784917957925E+01,3.949277461901E-02,7.776219439579E+00
0,0.8090,2.780749862642E+01,3.912102230790E-02,7.766607301829E+00
0,0.8100,2.776591781736E+01,3.875018790372E-02,7.757018897753E+00
0,0.8110,2.772443678019E+01,3.840637693148E-02,7.747454139556E+00
0,0.8120,2.768305514440E+01,3.806341278429E-02,7.737912939876E+00
0,0.8130,2.764177254181E+01,3.772129233734E-02,7.728395211783E+00
0,0.8140,2.760058860574E+01,3.738001248116E-02,7.718900868771E+00
0,0.8150,2.755950297137E+01,3.703957012157E-02,7.709429824760E+00
0,0.8160,2.751851527583E+01,3.669996217952E-02,7.699981994093E+00
0,0.8170,2.747762515785E+01,3.636118559107E-02,7.690557291529E+00
0,0.8180,2.743683225782E+01,3.602323730723E-02,7.681155632249E+00
0,0.8190,2.739613621830E+01,3.568611429393E-02,7.671776931843E+00
0,0.8200,2.735553668317E+01,3.534981353188E-02,7.662421106317E+00
0,0.8210,2.731503329810E+01,3.504655151729E-02,7.653088072082E+00
0,0.8220,2.727462571086E+01,3.474402736649E-02,7.643777745961E+00
0,0.8230,2.723431357041E+01,3.444223838981E-02,7.634490045176E+00
0,0.8240,2.719409652773E+01,3.414118191064E-02,7.625224887354E+00
0,0.8250,2.715397423547E+01,3.384085526536E-02,7.615982190521E+00
0,0.8260,2.711394634786E+01,3.354125580324E-02,7.606761873099E+00
0,0.8270,2.707401252088E+01,3.324238088638E-02,7.597563853905E+00
0,0.8280,2.703417241216E+01,3.294422788960E-02,7.588388052149E+00
0,0.8290,2.699442568078E+01,3.264679420042E-02,7.579234387430E+00
0,0.8300,2.695477198772E+01,3.235007721892E-02,7.570102779734E+00
0,0.8310,2.691521099595E+01,3.206201340052E-02,7.560993149434E+00
0,0.8320,2.687574236875E+01,3.177464204322E-02,7.551905417283E+00
0,0.8330,2.683636577265E+01,3.148796065316E-02,7.542839504417E+00
0,0.8340,2.679708087488E+01,3.120196674846E-02,7.533795332350E+00
0,0.8350,2.675788734418E+01,3.091665785909E-02,7.524772822970E+00
0,0.8360,2.671878485114E+01,3.063203152688E-02,7.515771898540E+00
0,0.8370,2.667977306790E+01,3.034808530538E-02,7.506792481696E+00
0,0.8380,2.664085166826E+01,3.006481675982E-02,7.497834495441E+00
0,0.8390,2.660202032738E+01,2.978222346705E-02,7.488897863146E+00
0,0.8400,2.656327872186E+01,2.950030301546E-02,7.479982508547E+00
0,0.8410,2.652539237616E+01,2.921725994369E-02,7.471088355743E+00
0,0.8420,2.648759340441E+01,2.893488918325E-02,7.462215329192E+00
0,0.8430,2.644988149481E+01,2.865318834158E-02,7.453363353712E+00
0,0.8440,2.641225633620E+01,2.837215503745E-02,7.444532354478E+00
0,0.8450,2.637471761923E+01,2.809178690090E-02,7.435722257017E+00
0,0.8460,2.633726503631E+01,2.781208157318E-02,7.426932987210E+00
0,0.8470,2.629989828083E+01,2.753303670669E-02,7.418164471286E+00
0,0.8480,2.626261704804E+01,2.725464996489E-02,7.409416635825E+00
0,0.8490,2.622542103408E+01,2.697691902224E-02,7.400689407750E+00
0,0.8500,2.618830993693E+01,2.669984156416E-02,7.391982714329E+00
0,0.8510,2.615128345612E+01,2.642193862764E-02,7.383296483172E+00
0,0.8520,2.611434129210E+01,2.614468804544E-02,7.374630642230E+00
0,0.8530,2.607748314706E+01,2.586808752323E-02,7.365985119788E+00
0,0.8540,2.604070872460E+01,2.559213477741E-02,7.357359844473E+00
0,0.8550,2.600401772965E+01,2.531682753509E-02,7.348754745239E+00
0,0.8560,2.596740986840E+01,2.504216353399E-02,7.340169751378E+00
0,0.8570,2.593088484827E+01,2.476814052239E-02,7.331604792508E+00
0,0.8580,2.589444237882E+01,2.449475625907E-02,7.323059798578E+00
0,0.8590,2.585808217001E+01,2.422200851324E-02,7.314534699860E+00
0,0.8600,2.582180393371E+01,2.394989506449E-02,7.306029426953E+00
0,0.8610,2.578635641809E+01,2.370738495207E-02,7.297543910778E+00
0,0.8620,2.575098866273E+01,2.346543750811E-02,7.289078082575E+00
0,0.8630,2.571570038963E+01,2.322405077666E-02,7.280631873904E+00
0,0.8640,2.568049132166E+01,2.298322281078E-02,7.272205216643E+00
0,0.8650,2.564536118282E+01,2.274295167258E-02,7.263798042982E+00
0,0.8660,2.561030969902E+01,2.250323543307E-02,7.255410285427E+00
0,0.8670,2.557533659644E+01,2.226407217221E-02,7.247041876793E+00
0,0.8680,2.554044160337E+01,2.202545997876E-02,7.238692750207E+00
0,0.8690,2.550562444899E+01,2.178739695032E-02,7.230362839102E+00
0,0.8700,2.547088486381E+01,2.154988119321E-02,7.222052077218E+00
0,0.8710,2.543548165800E+01,2.130742836455E-02,7.213760398599E+00
0,0.8720,2.540015708639E+01,2.106553162036E-02,7.205487737591E+00
0,0.8730,2.536491087765E+01,2.082418904969E-02,7.197234028843E+00
0,0.8740,2.532974276148E+01,2.058339875036E-02,7.188999207299E+00
0,0.8750,2.529465246870E+01,2.034315882885E-02,7.180783208205E+00
0,0.8760,2.525963973154E+01,2.010346740031E-02,7.172585967100E+00
0,0.8770,2.522470428327E+01,1.986432258848E-02,7.164407419817E+00
0,0.8780,2.518984585867E+01,1.962572252566E-02,7.156247502482E+00
0,0.8790,2.515506419319E+01,1.938766535262E-02,7.148106151513E+00
0,0.8800,2.512035902439E+01,1.915014921862E-02,7.139983303613E+00
0,0.8810,2.508646309904E+01,1.894811848788E-02,7.131878895777E+00
0,0.8820,2.505264158458E+01,1.874654587671E-02,7.123792865283E+00
0,0.8830,2.501889422747E+01,1.854542982864E-02,7.115725149694E+00
0,0.8840,2.498522077456E+01,1.834476879426E-02,7.107675686855E+00
0,0.8850,2.495162097438E+01,1.814456123114E-02,7.099644414892E+00
0,0.8860,2.491809457643E+01,1.794480560383E-02,7.091631272212E+00
0,0.8870,2.488464133138E+01,1.774550038380E-02,7.083636197497E+00
0,0.8880,2.485126099095E+01,1.754664404939E-02,7.075659129707E+00
0,0.8890,2.481795330815E+01,1.734823508582E-02,7.067700008076E+00
0,0.8900,2.478471803681E+01,1.715027198509E-02,7.059758772112E+00
0,0.8910,2.475155493204E+01,1.694824007135E-02,7.051835361593E+00
0,0.8920,2.471846375009E+01,1.674666114395E-02,7.043929716569E+00
0,0.8930,2.468544424825E+01,1.654553368113E-02,7.036041777357E+00
0,0.8940,2.465249618473E+01,1.634485616788E-02,7.028171484541E+00
0,0.8950,2.461961931945E+01,1.614462709600E-02,7.020318778972E+00
0,0.8960,2.458681341240E+01,1.594484496402E-02,7.012483601763E+00
0,0.8970,2.455407822531E+01,1.574550827714E-02,7.004665894292E+00
0,0.8980,2.452141352092E+01,1.554661554725E-02,6.996865598196E+00
0,0.8990,2.448881906278E+01,1.534816529285E-02,6.989082655372E+00
0,0.9000,2.445629461600E+01,1.515015603901E-02,6.981317007977E+00
0,0.9010,2.442383994609E+01,1.498856993134E-02,6.973568598424E+00
0,0.9020,2.439145481990E+01,1.482734210771E-02,6.965837369379E+00
0,0.9030,2.435913900505E+01,1.466647137783E-02,6.958123263765E+00
0,0.9040,2.432689227106E+01,1.450595655664E-02,6.950426224756E+00
0,0.9050,2.429471438742E+01,1.434579646434E-02,6.942746195779E+00
0,0.9060,2.426260512506E+01,1.418598992632E-02,6.935083120507E+00
0,0.9070,2.423056425611E+01,1.402653577318E-02,6.927436942866E+00
0,0.9080,2.419859155319E+01,1.386743284063E-02,6.919807607026E+00
0,0.9090,2.416668679053E+01,1.370867996955E-02,6.912195057403E+00
0,0.9100,2.413484974315E+01,1.355027600587E-02,6.904599238659E+00
0,0.9110,2.410308018667E+01,1.339373714504E-02,6.897020095697E+00
0,0.9120,2.407137789794E+01,1.323754157119E-02,6.889457573662E+00
0,0.9130,2.403974265524E+01,1.308168815631E-02,6.881911617940E+00
0,0.9140,2.400817423712E+01,1.292617577735E-02,6.874382174157E+00
0,0.9150,2.397667242341E+01,1.277100331617E-02,6.866869188174E+00
0,0.9160,2.394523699510E+01,1.261616965948E-02,6.859372606091E+00
0,0.9170,2.391386773354E+01,1.246167369888E-02,6.851892374242E+00
0,0.9180,2.388256442200E+01,1.230751433079E-02,6.844428439193E+00
0,0.9190,2.385132684348E+01,1.215369045643E-02,6.836980747747E+00
0,0.9200,2.382015478293E+01,1.200020098179E-02,6.829549246934E+00
0,0.9210,2.378975113457E+01,1.184363375069E-02,6.822133884017E+00
0,0.9220,2.375941114910E+01,1.168740614481E-02,6.814734606485E+00
0,0.9230,2.372913461913E+01,1.153151706030E-02,6.807351362058E+00
0,0.9240,2.369892133753E+01,1.137596539804E-02,6.799984098679E+00
0,0.9250,2.366877109834E+01,1.122075006371E-02,6.792632764518E+00
0,0.9260,2.363868369678E+01,1.106586996767E-02,6.785297307969E+00
0,0.9270,2.360865892793E+01,1.091132402503E-02,6.777977677648E+00
0,0.9280,2.357869658884E+01,1.075711115554E-02,6.770673822392E+00
0,0.9290,2.354879647713E+01,1.060323028361E-02,6.763385691259E+00
0,0.9300,2.351895839093E+01,1.044968033830E-02,6.756113233526E+00
0,0.9310,2.348848608721E+01,1.031846152508E-02,6.748856398689E+00
0,0.9320,2.345807680328E+01,1.018752429731E-02,6.741615136459E+00
0,0.9330,2.342773033568E+01,1.005686774955E-02,6.734389396763E+00
0,0.9340,2.339744648129E+01,9.926490980266E-03,6.727179129743E+00
0,0.9350,2.336722503818E+01,9.796393091771E-03,6.719984285754E+00
0,0.9360,2.333706580535E+01,9.666573190219E-03,6.712804815363E+00
0,0.9370,2.330696858247E+01,9.537030385574E-03,6.705640669349E+00
0,0.9380,2.327693316994E+01,9.407763791601E-03,6.698491798699E+00
0,0.9390,2.324695936963E+01,9.278772525836E-03,6.691358154611E+00
0,0.9400,2.321704698353E+01,9.150055709572E-03,6.684239688489E+00
0,0.9410,2.318788495763E+01,9.013733446944E-03,6.677136351944E+00
0,0.9420,2.315878258926E+01,8.877700615870E-03,6.670048096794E+00
0,0.9430,2.312973968729E+01,8.741956295573E-03,6.662974875058E+00
0,0.9440,2.310075606222E+01,8.606499569175E-03,6.655916638961E+00
0,0.9450,2.307183152477E+01,8.471329523680E-03,6.648873340931E+00
0,0.9460,2.304296588687E+01,8.336445249951E-03,6.641844933594E+00
0,0.9470,2.301415896081E+01,8.201845842692E-03,6.634831369778E+00
0,0.9480,2.298541056042E+01,8.067530400427E-03,6.627832602510E+00
0,0.9490,2.295672049929E+01,7.933498025480E-03,6.620848585015E+00
0,0.9500,2.292808859256E+01,7.799747823955E-03,6.613879270715E+00
0,0.9510,2.289951465586E+01,7.688742449398E-03,6.606924613228E+00
0,0.9520,2.287099850567E+01,7.577970279409E-03,6.599984566365E+00
0,0.9530,2.284253995902E+01,7.467430579872E-03,6.593059084134E+00
0,0.9540,2.281413883418E+01,7.357122619746E-03,6.586148120733E+00
0,0.9550,2.278579494986E+01,7.247045671056E-03,6.579251630555E+00
0,0.9560,2.275750812528E+01,7.137199008869E-03,6.572369568179E+00
0,0.9570,2.272927818097E+01,7.027581911284E-03,6.565501888380E+00
0,0.9580,2.270110493785E+01,6.918193659415E-03,6.558648546116E+00
0,0.9590,2.267298821768E+01,6.809033537372E-03,6.551809496538E+00
0,0.9600,2.264492784301E+01,6.700100832250E-03,6.544984694979E+00
0,0.9610,2.261692363678E+01,6.594108176361E-03,6.538174096961E+00
0,0.9620,2.258897542339E+01,6.488335879423E-03,6.531377658191E+00
0,0.9630,2.256108302730E+01,6.382783254962E-03,6.524595334558E+00
0,0.9640,2.253324627380E+01,6.277449619347E-03,6.517827082136E+00
0,0.9650,2.250546498938E+01,6.172334291786E-03,6.511072857181E+00
0,0.9660,2.247773900066E+01,6.067436594303E-03,6.504332616128E+00
0,0.9670,2.245006813528E+01,5.962755851726E-03,6.497606315594E+00
0,0.9680,2.242245222170E+01,5.858291391675E-03,6.490893912376E+00
0,0.9690,2.239489108869E+01,5.754042544545E-03,6.484195363446E+00
0,0.9700,2.236738456611E+01,5.650008643492E-03,6.477510625958E+00
0,0.9710,2.233993248397E+01,5.564216783703E-03,6.470839657240E+00
0,0.9720,2.231253467404E+01,5.478601450375E-03,6.464182414794E+00
0,0.9730,2.228519096765E+01,5.393162099232E-03,6.457538856300E+00
0,0.9740,2.225790119743E+01,5.307898188236E-03,6.450908939609E+00
0,0.9750,2.223066519646E+01,5.222809177569E-03,6.444292622748E+00
0,0.9760,2.220348279870E+01,5.137894529630E-03,6.437689863914E+00
0,0.9770,2.217635383893E+01,5.053153709015E-03,6.431100621473E+00
0,0.9780,2.214927815197E+01,4.968586182511E-03,6.424524853967E+00
0,0.9790,2.212225557371E+01,4.884191419085E-03,6.417962520102E+00
0,0.9800,2.209528594091E+01,4.799968889870E-03,6.411413578755E+00
0,0.9810,2.206836909089E+01,4.714195155978E-03,6.404877988970E+00
0,0.9820,2.204150486105E+01,4.628596114007E-03,6.398355709959E+00
0,0.9830,2.201469309040E+01,4.543171230820E-03,6.391846701098E+00
0,0.9840,2.198793361793E+01,4.457919975444E-03,6.385350921930E+00
0,0.9850,2.196122628371E+01,4.372841819064E-03,6.378868332162E+00
0,0.9860,2.193457092782E+01,4.287936235009E-03,6.372398891663E+00
0,0.9870,2.190796739167E+01,4.203202698743E-03,6.365942560466E+00
0,0.9880,2.188141551745E+01,4.118640687855E-03,6.359499298765E+00
0,0.9890,2.185491514680E+01,4.034249682044E-03,6.353069066916E+00
0,0.9900,2.182846612319E+01,3.950029163114E-03,6.346651825434E+00
0,0.9910,2.180272506812E+01,3.874347741704E-03,6.340247534995E+00
0,0.9920,2.177703382210E+01,3.798818903806E-03,6.333856156431E+00
0,0.9930,2.175139223396E+01,3.723442188441E-03,6.327477650735E+00
0,0.9940,2.172580015320E+01,3.648217136487E-03,6.321111979054E+00
0,0.9950,2.170025743012E+01,3.573143290668E-03,6.314759102693E+00
0,0.9960,2.167476391494E+01,3.498220195543E-03,6.308418983112E+00
0,0.9970,2.164931945921E+01,3.423447397500E-03,6.302091581925E+00
0,0.9980,2.162392391460E+01,3.348824444743E-03,6.295776860901E+00
0,0.9990,2.159857713357E+01,3.274350887287E-03,6.289474781962E+00
0,1.0000,2.157327896930E+01,3.200026276947E-03,6.283185307180E+00
0,1.0010,2.154737857478E+01,3.134945407595E-03,6.276908398781E+00
0,1.0020,2.152152770519E+01,3.069994440179E-03,6.270644019141E+00
0,1.0030,2.149572621144E+01,3.005172986158E-03,6.264392130787E+00
0,1.0040,2.146997394519E+01,2.940480658538E-03,6.258152696394E+00
0,1.0050,2.144427075857E+01,2.875917071870E-03,6.251925678786E+00
0,1.0060,2.141861650438E+01,2.811481842232E-03,6.245711040934E+00
0,1.0070,2.139301103584E+01,2.747174587232E-03,6.239508745958E+00
0,1.0080,2.136745420732E+01,2.682994925991E-03,6.233318757123E+00
0,1.0090,2.134194587307E+01,2.618942479143E-03,6.227141037839E+00
0,1.0100,2.131648588788E+01,2.555016868823E-03,6.220975551663E+00
0,1.0110,2.129171886817E+01,2.498513919999E-03,6.214822262294E+00
0,1.0120,2.126699873403E+01,2.442122637081E-03,6.208681133577E+00
0,1.0130,2.124232534611E+01,2.385842689371E-03,6.202552129496E+00
0,1.0140,2.121769856546E+01,2.329673747476E-03,6.196435214181E+00
0,1.0150,2.119311825336E+01,2.273615483298E-03,6.190330351901E+00
0,1.0160,2.116858427252E+01,2.217667570034E-03,6.184237507067E+00
0,1.0170,2.114409648495E+01,2.161829682165E-03,6.178156644228E+00
0,1.0180,2.111965475431E+01,2.106101495451E-03,6.172087728074E+00
0,1.0190,2.109525894379E+01,2.050482686924E-03,6.166030723434E+00
0,1.0200,2.107090891815E+01,1.994972934885E-03,6.159985595274E+00
0,1.0210,2.104660454201E+01,1.946045876722E-03,6.153952308697E+00
0,1.0220,2.102234568070E+01,1.897214566227E-03,6.147930828943E+00
0,1.0230,2.099813220012E+01,1.848478722614E-03,6.141921121388E+00
0,1.0240,2.097396396648E+01,1.799838066196E-03,6.135923151543E+00
0,1.0250,2.094984084676E+01,1.751292318375E-03,6.129936885053E+00
0,1.0260,2.092576270842E+01,1.702841201642E-03,6.123962287699E+00
0,1.0270,2.090172941954E+01,1.654484439567E-03,6.117999325394E+00
0,1.0280,2.087774084829E+01,1.606221756795E-03,6.112047964182E+00
0,1.0290,2.085379686358E+01,1.558052879044E-03,6.106108170243E+00
0,1.0300,2.082989733525E+01,1.509977533093E-03,6.100179909883E+00
0,1.0310,2.080604213266E+01,1.471648759615E-03,6.094263149544E+00
0,1.0320,2.078223112678E+01,1.433394266705E-03,6.088357855794E+00
0,1.0330,2.075846418839E+01,1.395213838642E-03,6.082463995334E+00
0,1.0340,2.073474118919E+01,1.357107260535E-03,6.076581534990E+00
0,1.0350,2.071106200087E+01,1.319074318329E-03,6.070710441719E+00
0,1.0360,2.068742649594E+01,1.281114798791E-03,6.064850682606E+00
0,1.0370,2.066383454735E+01,1.243228489512E-03,6.059002224860E+00
0,1.0380,2.064028602860E+01,1.205415178903E-03,6.053165035818E+00
0,1.0390,2.061678081353E+01,1.167674656187E-03,6.047339082945E+00
0,1.0400,2.059331877664E+01,1.130006711399E-03,6.041524333827E+00
0,1.0410,2.056989979288E+01,1.098235605911E-03,6.035720756176E+00
0,1.0420,2.054652373741E+01,1.066525481431E-03,6.029928317831E+00
0,1.0430,2.052319048622E+01,1.034876162560E-03,6.024146986749E+00
0,1.0440,2.049989991566E+01,1.003287474567E-03,6.018376731015E+00
0,1.0450,2.047665190254E+01,9.717592433936E-04,6.012617518832E+00
0,1.0460,2.045344632397E+01,9.402912956450E-04,6.006869318527E+00
0,1.0470,2.043028305776E+01,9.088834585892E-04,6.001132098548E+00
0,1.0480,2.040716198226E+01,8.775355601539E-04,5.995405827461E+00
0,1.0490,2.038408297594E+01,8.462474289223E-04,5.989690473956E+00
0,1.0500,2.036104591801E+01,8.150188941313E-04,5.983986006838E+00
0,1.0510,2.033805068812E+01,7.887944313071E-04,5.978292395033E+00
0,1.0520,2.031509716630E+01,7.626198248760E-04,5.972609607585E+00
0,1.0530,2.029218523277E+01,7.364949327972E-04,5.966937613656E+00
0,1.0540,2.026931476884E+01,7.104196135686E-04,5.961276382523E+00
0,1.0550,2.024648565593E+01,6.843937262248E-04,5.955625883583E+00
0,1.0560,2.022369777557E+01,6.584171303343E-04,5.949986086344E+00
0,1.0570,2.020095101013E+01,6.324896859971E-04,5.944356960435E+00
0,1.0580,2.017824524281E+01,6.066112538419E-04,5.938738475595E+00
0,1.0590,2.015558035603E+01,5.807816950242E-04,5.933130601680E+00
0,1.0600,2.013295623391E+01,5.550008712231E-04,5.927533308660E+00
0,1.0610,2.011037276071E+01,5.393691167034E-04,5.921946566616E+00
0,1.0620,2.008782982064E+01,5.237668005161E-04,5.916370345743E+00
0,1.0630,2.006532729846E+01,5.081938395803E-04,5.910804616350E+00
0,1.0640,2.004286507979E+01,4.926501511275E-04,5.905249348853E+00
0,1.0650,2.002044305030E+01,4.771356527000E-04,5.899704513784E+00
0,1.0660,1.999806109668E+01,4.616502621494E-04,5.894170081782E+00
0,1.0670,1.997571910467E+01,4.461938976355E-04,5.888646023598E+00
0,1.0680,1.995341696212E+01,4.307664776244E-04,5.883132310093E+00
0,1.0690,1.993115455635E+01,4.153679208874E-04,5.877628912235E+00
0,1.0700,1.990893177508E+01,3.999981464995E-04,5.872135801102E+00
0,1.0710,1.988674850691E+01,3.909226591861E-04,5.866652947880E+00
0,1.0720,1.986460464015E+01,3.818641037520E-04,5.861180323862E+00
0,1.0730,1.984250006440E+01,3.728224328574E-04,5.855717900447E+00
0,1.0740,1.982043466921E+01,3.637975993388E-04,5.850265649143E+00
0,1.0750,1.979840834440E+01,3.547895562081E-04,5.844823541562E+00
0,1.0760,1.977642098027E+01,3.457982566521E-04,5.839391549423E+00
0,1.0770,1.975447246801E+01,3.368236540311E-04,5.833969644549E+00
0,1.0780,1.973256269855E+01,3.278657018788E-04,5.828557798868E+00
0,1.0790,1.971069156363E+01,3.189243539010E-04,5.823155984411E+00
0,1.0800,1.968885895489E+01,3.099995639751E-04,5.817764173314E+00
0,1.0810,1.966767110035E+01,3.024374338983E-04,5.812382337816E+00
0,1.0820,1.964652053448E+01,2.948892818808E-04,5.807010450258E+00
0,1.0830,1.962540715339E+01,2.873550692023E-04,5.801648483084E+00
0,1.0840,1.960433085368E+01,2.798347572851E-04,5.796296408837E+00
0,1.0850,1.958329153229E+01,2.723283076941E-04,5.790954200166E+00
0,1.0860,1.956228908656E+01,2.648356821354E-04,5.785621829815E+00
0,1.0870,1.954132341434E+01,2.573568424564E-04,5.780299270634E+00
0,1.0880,1.952039441334E+01,2.498917506444E-04,5.774986495569E+00
0,1.0890,1.949950198266E+01,2.424403688265E-04,5.769683477667E+00
0,1.0900,1.947864602062E+01,2.350026592689E-04,5.764390190073E+00
0,1.0910,1.945722516839E+01,2.289527072121E-04,5.759106606031E+00
0,1.0920,1.943584158678E+01,2.229138356536E-04,5.753832698882E+00
0,1.0930,1.941449517328E+01,2.168860141802E-04,5.748568442067E+00
0,1.0940,1.939318582544E+01,2.108692124902E-04,5.743313809122E+00
0,1.0950,1.937191344057E+01,2.048634003923E-04,5.738068773680E+00
0,1.0960,1.935067791704E+01,1.988685478055E-04,5.732833309470E+00
0,1.0970,1.932947915330E+01,1.928846247586E-04,5.727607390319E+00
0,1.0980,1.930831704848E+01,1.869116013893E-04,5.722390990145E+00
0,1.0990,1.928719150172E+01,1.809494479443E-04,5.717184082966E+00
0,1.1000,1.926610241259E+01,1.749981347782E-04,5.711986642891E+00
0,1.1010,1.924564597181E+01,1.709654151404E-04,5.706798644123E+00
0,1.1020,1.922522480517E+01,1.669400144129E-04,5.701620060962E+00
0,1.1030,1.920483881550E+01,1.629219126895E-04,5.696450867797E+00
0,1.1040,1.918448790737E+01,1.589110901359E-04,5.691291039112E+00
0,1.1050,1.916417198436E+01,1.549075269896E-04,5.686140549484E+00
0,1.1060,1.914389095191E+01,1.509112035597E-04,5.680999373580E+00
0,1.1070,1.912364471454E+01,1.469221002263E-04,5.675867486160E+00
0,1.1080,1.910343317721E+01,1.429401974404E-04,5.670744862075E+00
0,1.1090,1.908325624574E+01,1.389654757236E-04,5.665631476267E+00
0,1.1100,1.906311382641E+01,1.349979156675E-04,5.660527303765E+00
0,1.1110,1.904241441927E+01,1.314695729630E-04,5.655432319694E+00
0,1.1120,1.902175030253E+01,1.279475761986E-04,5.650346499262E+00
0,1.1130,1.900112138024E+01,1.244319082694E-04,5.645269817771E+00
0,1.1140,1.898052755735E+01,1.209225521317E-04,5.640202250610E+00
0,1.1150,1.895996873809E+01,1.174194908033E-04,5.635143773255E+00
0,1.1160,1.893944482859E+01,1.139227073626E-04,5.630094361272E+00
0,1.1170,1.891895573365E+01,1.104321849486E-04,5.625053990313E+00
0,1.1180,1.889850135935E+01,1.069479067608E-04,5.620022636118E+00
0,1.1190,1.887808161230E+01,1.034698560586E-04,5.615000274513E+00
0,1.1200,1.885769639902E+01,9.999801616114E-05,5.609986881410E+00
0,1.1210,1.883793225137E+01,9.747793098372E-05,5.604982432810E+00
0,1.1220,1.881820150435E+01,9.496233793674E-05,5.599986904795E+00
0,1.1230,1.879850406791E+01,9.245122501986E-05,5.595000273535E+00
0,1.1240,1.877883985277E+01,8.994458027543E-05,5.590022515284E+00
0,1.1250,1.875920877000E+01,8.744239178832E-05,5.585053606382E+00
0,1.1260,1.873961073016E+01,8.494464768573E-05,5.580093523250E+00
0,1.1270,1.872004564555E+01,8.245133613701E-05,5.575142242395E+00
0,1.1280,1.870051342787E+01,7.996244535344E-05,5.570199740407E+00
0,1.1290,1.868101398867E+01,7.747796358810E-05,5.565265993959E+00
0,1.1300,1.866154724087E+01,7.499787913561E-05,5.560340979805E+00
0,1.1310,1.864153117492E+01,7.247818136859E-05,5.555424674783E+00
0,1.1320,1.862154855595E+01,6.996293536442E-05,5.550517055812E+00
0,1.1330,1.860159929462E+01,6.745212933554E-05,5.545618099894E+00
0,1.1340,1.858168330192E+01,6.494575153599E-05,5.540727784109E+00
0,1.1350,1.856180048973E+01,6.244379026119E-05,5.535846085621E+00
0,1.1360,1.854195076914E+01,5.994623384780E-05,5.530972981672E+00
0,1.1370,1.852213405277E+01,5.745307067347E-05,5.526108449586E+00
0,1.1380,1.850235025227E+01,5.496428915675E-05,5.521252466766E+00
0,1.1390,1.848259928086E+01,5.247987775683E-05,5.516405010693E+00
0,1.1400,1.846288105134E+01,4.999982497339E-05,5.511566058929E+00
0,1.1410,1.844377279599E+01,4.838724508270E-05,5.506735589114E+00
0,1.1420,1.842469619716E+01,4.677748932491E-05,5.501913578966E+00
0,1.1430,1.840565117072E+01,4.517055028761E-05,5.497100006281E+00
0,1.1440,1.838663763368E+01,4.356642058429E-05,5.492294848933E+00
0,1.1450,1.836765550252E+01,4.196509285426E-05,5.487498084873E+00
0,1.1460,1.834870469564E+01,4.036655976249E-05,5.482709692129E+00
0,1.1470,1.832978512943E+01,3.877081399957E-05,5.477929648805E+00
0,1.1480,1.831089672248E+01,3.717784828153E-05,5.473157933083E+00
0,1.1490,1.829203939255E+01,3.558765534977E-05,5.468394523220E+00
0,1.1500,1.827321305810E+01,3.400022797094E-05,5.463639397547E+00
0,1.1510,1.825441763781E+01,3.269003205344E-05,5.458892534474E+00
0,1.1520,1.823565305093E+01,3.138211078164E-05,5.454153912482E+00
0,1.1530,1.821691921639E+01,3.007645823711E-05,5.449423510130E+00
0,1.1540,1.819821605395E+01,2.877306852194E-05,5.444701306048E+00
0,1.1550,1.817954348342E+01,2.747193575866E-05,5.439987278943E+00
0,1.1560,1.816090142488E+01,2.617305409013E-05,5.435281407595E+00
